Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 00:00,10,800196F00,10,800196F00,5278.24,US Dollar,5278.24,US Dollar,Reinvestment,0
2022/09/01 00:04,1,80018BE30,1,80018BE30,15.9,US Dollar,15.9,US Dollar,Reinvestment,0
2022/09/01 00:16,10,80018C380,10,80018C380,23.22,US Dollar,23.22,US Dollar,Reinvestment,0
2022/09/01 00:09,220,80018C730,220,80018C730,17.94,US Dollar,17.94,US Dollar,Reinvestment,0
2022/09/01 00:05,70,100428660,1,800199240,24112.46,US Dollar,24112.46,US Dollar,Cheque,0
2022/09/01 00:13,70,100428660,1,800199240,5568.82,US Dollar,5568.82,US Dollar,Cash,0
2022/09/01 00:13,10,800199C60,10,800199C60,2257.62,US Dollar,2257.62,US Dollar,Cheque,0
2022/09/01 00:29,10,800199C60,10,800199C60,1861.78,US Dollar,1861.78,US Dollar,Credit Card,0
2022/09/01 00:22,10,800199C60,10,800199C60,16.22,US Dollar,16.22,US Dollar,Reinvestment,0
2022/09/01 00:13,220,800172FC0,220,800172FC0,404156.88,US Dollar,404156.88,US Dollar,Reinvestment,0
2022/09/01 00:19,220,800173B80,220,800173B80,3461.18,US Dollar,3461.18,US Dollar,Reinvestment,0
2022/09/01 00:05,10,800176780,10,800176780,63655.44,US Dollar,63655.44,US Dollar,Reinvestment,0
2022/09/01 00:07,3314,800187490,3314,800187490,3701.58,US Dollar,3701.58,US Dollar,Reinvestment,0
2022/09/01 00:17,1,80019AA50,220,800187940,142782.0,US Dollar,142782.0,US Dollar,Cheque,0
2022/09/01 00:01,3232,800187D00,3232,800187D00,11604.41,US Dollar,11604.41,US Dollar,Reinvestment,0
2022/09/01 00:12,12,8001894E0,12,8001894E0,68.62,US Dollar,68.62,US Dollar,Reinvestment,0
2022/09/01 00:18,1,800189670,1,800189670,46445.36,US Dollar,46445.36,US Dollar,Reinvestment,0
2022/09/01 00:04,10,800189F70,10,800189F70,13174.61,US Dollar,13174.61,US Dollar,Reinvestment,0
2022/09/01 00:08,3331,80018A1A0,10,80019AE30,1034.69,US Dollar,1034.69,US Dollar,Wire,0
2022/09/01 00:03,1,80019A640,1,80019A640,7492.99,US Dollar,7492.99,US Dollar,Reinvestment,0
2022/09/01 00:04,10,80019A730,10,80019A730,41358.12,US Dollar,41358.12,US Dollar,Reinvestment,0
2022/09/01 00:21,70,100428660,1124,800825340,389769.39,US Dollar,389769.39,US Dollar,Cheque,1
2022/09/01 00:03,70,100428660,11474,805B716C0,29024.33,US Dollar,29024.33,US Dollar,Credit Card,1
2022/09/01 00:01,70,100428660,15980,80B39E7B0,792.92,US Dollar,792.92,US Dollar,Credit Card,1
2022/09/01 00:03,70,100428660,113798,80DC756E0,13171425.53,US Dollar,13171425.53,US Dollar,Cheque,1
2022/09/01 00:23,70,100428660,32375,80E480620,14288.83,US Dollar,14288.83,US Dollar,Cash,1
2022/09/01 00:17,70,100428660,152980,8140702D0,6892.43,US Dollar,6892.43,US Dollar,Credit Card,1
2022/09/01 00:41,70,100428660,8805,805B66DC0,1104.79,US Dollar,1104.79,US Dollar,Cheque,1
